Title,Author,Average Rating,Rating,Year Published
"Vagus Nerve: Access the Healing Power of Vagus Nerve with Self-help Exercises to Reduce Inflammation, PTSD, Chronic Illness, Anxiety, Depression",Lucy Holland,2.75,4,0
"Change your Habits in 30 Days: Small daily changes to break your bad habits, build good ones and start living a wealthy, happy and more successful life (Self Help Book 2)",Tony Sanders,3.89,9,0
Writing Ourselves Whole: Using the Power of Your Own Creativity to Recover and Heal from Sexual Trauma,Jen Cross,4.60,10,0
"Mindset: 21 Mindset Tricks! Develop a Growth Mindset to gain More Happiness, Self Esteem, Wealth and Freedom in Life!: Happiness, Growth &Freedom",E.N. Richardson,3.82,22,0
The Cognitive Behavioral Workbook for Weight Management: A Step-by-Step Program (A New Harbinger Self-Help Workbook),Michele Laliberte,3.57,35,2009
Awaken Into Knowing: Spiritual Poems & Self Help Affirmations for the Spiritual Seeker (Awakening Book 5),Matt Buonocore,3.91,23,0
Self Help For Lazy People: Self help for people who don't have time to read self help books.,Allen Galbraith,3.50,10,2015
Rosacea: Your Self-Help Guide,Arlen Brownstein ND,4.04,28,2001
"The Little Book of Self-Healing: 150+ Practices for Healing Your Mind, Body, and Soul (Little Book of Self-Help Series)",Nneka M. Okona,3.68,19,0
"Mental Toughness: A Psychologist’s Guide to Becoming Psychologically Strong - Develop Resilience, Self-Discipline & Willpower on Demand (Psychology Self-Help Book 13)",Katherine Chambers,3.80,15,0
Glasses No More!: Collection of powerful self-help methods to naturally improve your eyesight and restore your vision [Illustrated version],James Adkins,3.94,16,2014
"Have Your Cake, and Eat it, Too!",Your Self-Help Angel,0.00,0,2013
Self-Help Skills for People with Autism: A Systematic Teaching Approach,Stephen Anderson,4.11,36,2006
The Man Who Has It All: A Patronizing Parody of Self-Help Books for Women,@ManWhoHasItAll,3.51,35,0
"SELF HELP: 12 Things You Can Do That Will Drastically Improve Your Life: Self Help Book of 12 Strategies to spirituality, self esteem, and personal growth!",Andrew G. Wright Sr.,3.41,27,0
"Healing Your Emotional Self: A Powerful Program to Help You Raise Your Self-Esteem, Quiet Your Inner Critic, and Overcome Your Shame",Beverly Engel,4.00,965,2006
Summary of 12 Rules for Life by Jordan B. Peterson: An Antidote to Chaos (Self-Help Book Summaries),FlashBooks Book Summaries,3.92,25,0
"STRESS, FEAR, PANIC ATTACKS, AND ANXIETY RELIEF: How to deal with anxiety, stress, fear, panic attacks for adults, teens, and kids. Tools and therapy based on true stories. Self help journal",John Austin,4.12,8,0
"Cognitive Behavioral Therapy: Techniques for Retraining Your Brain, Break Through Depression, Phobias, Anxiety, Intrusive Thoughts",Jack Oliver,3.07,14,0
Love Your Fear: A Quick Self-Help Guide to Managing Anxiety,Joel Schueler,3.80,25,0
I Cried All The Way To Happy Hour: What To Do When Self-Help Or Talk Therapy Haven’t Really Helped - Your Roadmap To Profound Healing And Personal Transformation,Brian D. Mahan,3.71,14,0
How to Quit Drinking Without AA: A Complete Self-Help Guide,Jerry Dorsman,3.11,27,1991
"POSITIVE THINKING: Easy self help guide: How to stop negative thoughts, negative self-talk, and reduce stress using the power of positive thinking, happiness, affirmations, and positive psychology",Brian Masters,4.12,43,0
"Healing Through Spirituality: Go on a Healing Spiritual Journey and Reprogram Your Mind to Live a Happier, More Fulfilling Life | The Keys to Successfully ... (Spiritual Healing and Self-Help Book 2)",Travis Hemingway,4.09,11,0
Meniere Man and the Astronaut. the Self Help Book for Meniere's Disease,Meniere Man,4.02,46,2012
Atlantis: Star Beings And Earth’s Ancient Mystical History. Truth About Atlantis Revealed. Best Self Help Books And Personal Growth Books. (Star Beings And Earth’s Mystical History And Future Book 4),Stephen  Shaw,4.00,32,0
"Cognitive Behavioural Therapy (CBT): Evidence-based, goal-oriented self-help techniques: a practical CBT primer and self help classic",Christine Wilding,3.95,192,2009
Frank Bettger's How I Raised Myself From Failure to Success in Selling: A modern-day interpretation of a self-help classic,Karen McCreadie,4.28,36,2010
"Vagus Nerve: Access the Healing Power of Vagus Nerve with Self-help Exercises to Reduce Inflammation, PTSD, Chronic Illness, Anxiety, Depression",Lucy Holland,2.75,4,0
"Summary and Analysis of Limitless: Upgrade Your Brain, Learn Anything Faster, and Unlock Your Exceptional Life by Jim Kwik (Book Tigers Self Help and Success Summaries)",Book Tigers,4.33,12,0
"Smart Sex: The self-help book to revolutionise your life with advice on how to have more fun, increase your pleasure and improve your relationships",Dr Emily Morse,4.04,24,0
Self-Reg: How to Help Your Child (and You) Break the Stress Cycle and Successfully Engage with Life,Stuart Shanker,4.17,"1,293",0
Bhagvad-Gita: Treatise of self-help,B.S. Murthy,3.47,15,0
ADHD Confessions: Rousseau as self-help,Richard Orange,3.92,24,0
The Power of the Vagus Nerve: A Gentle Introduction to Self-help Techniques to Strengthen and Stimulate the Gut-Brain Connection,Greta Robbins,3.55,20,0
"EMDR Workbook: Navigating Recovery from PTSD, Trauma and Anxiety: A Practical Step-by-Step Guide for Self-Help",Alexandra Olsen,4.33,3,0
Self Help : Heroes & Hormones: From Screen Slave to Superhero,Mali Alcobi,2.83,12,0
Balancing Your Body: A Self-Help Approach to Rolfing Movement,Mary Bond,4.19,21,1993
Overcoming Sex Addiction: A Self-Help guide,Thaddeus Birchard,3.64,11,0
Empath: A Psychologist’s Guide to Nurturing Your Gift - Simple Strategies and Coping Mechanisms for Highly Sensitive People (Psychology Self-Help Book 7),Katherine Chambers,3.62,13,0
Break Your Self-Help Addiction: The 5 Keys to Total Personal Freedom,Brian D Ridgway,4.59,17,0
"Overcoming Depression - Get Happy Again: The Self-Help Workbook for Understanding Depression, Anxiety and Panic Attacks",Matthew Jack Parker,3.58,24,0
"Anxiety: Overcome Anxiety: How to Break Free from the Beast Within (anxiety workbook, start living, panic attacks, social anxiety, anxiety relief, anxiety self help, anxiety, depression, anxiety CBT)",Jeffrey Holloway,3.25,20,0
The Secrets of Success : Eight Self-Help Classics That Have Changed the Lives of Millions (Gildan Audio Books),Various,3.57,28,2005
You Are a Badass at Making Money Master the Mindset of Wealth Learn how to save your money with one of the world's most exciting self help authors Paperback,Jen Sincero,3.25,16,0
Overcoming Obsessive Compulsive Disorder: A self-help guide using cognitive behavioural techniques (Overcoming Books),David Veale,3.92,124,2005
Healing: Heal Your Mind; Heal Your Body; Change Your Thoughts Change Your Mind: Self Help Guide,Angel Graff,4.00,16,2015
Learn How to Sing: A Self-Help Guide to Teach Yourself to Sing,Rosslyn Michaels,4.13,15,2015
Self-Help for the Bleak,Rich Hall,3.62,29,1994
"EMDR THERAPY TOOLBOX: Self-Help Techniques to Eliminate Anxiety, Depression, & Anger and to Overcome Traumatic Stress Symptoms. Theory & Treatment of Complex Ptsd & Dissociation to Retrain Your Brain",David Reyes,3.25,8,0
"DEPRESSION: 9 Simple ""Depression Cure"" Steps To: Overcome Depression, Naturally For Life! (Overcome Depression, Depression Self Help, Depression Books, Suicide)",Otto Viteri,4.28,18,0
"The Inspirational Journal Book: Inspirational Journal to Write In: Self Help Book with Inspiration Quotes, Positive Affirmations and Motivational Exercises (Notebook)",Shalu Sharma,3.93,15,0
Step by Step Help for Children with ADHD: A Self-Help Manual for Parents,Cathy Laver-Bradbury,4.00,28,2010
"Emotional Abuse: Break Free - Emotional Self Help, Emotional Healing, and Emotional Health",Angel Greene,4.00,20,2015
Self-Help: Magical Feminization,Kenzie McKay,4.19,26,0
"5-Minute Calm: A More Peaceful, Rested, and Relaxed You in Just 5 Minutes a Day (5-Minute Self-Help Series)",Adams Media,3.93,15,0
Change for the Better: Self-Help Through Practical Psychotherapy,Elizabeth Wilde McCormick,3.89,45,1990
Self-Help Without the Hype,Robert Epstein,4.20,10,1996
Awaken Into Truth: Spiritual Poems & Self Help Affirmations for the Spiritual Seeker: Awakening - Book 2,Matt Buonocore,3.90,21,0
"Mind, Body, Spirit: The Ultimate Guide to Creating a Strong Mind, Body, Spirit Connection!",Healthy Body Books,3.82,11,2014
Life Planning Workbook: The Ultimate Daily Planner with Self-Help Activities and Daily Goals. Create Your Ideal Life Plan And Design The Life Of Your Dreams,Victoria  Alexander,2.11,18,0
Andrew Tate: Tales Of Wudan:,Andrew Tate,3.12,16,0
Thriving in Sex Work: Heartfelt Advice for Staying Sane in the Sex Industry: A Self-Help Book for Sex Workers,Lola Davina,4.63,19,0
MS Madness,Yvonne deSousa,4.00,28,2014
"Self-Hypnosis Revolution: The Amazingly Simple Way to Use Self-Hypnosis to Change Your Life (Self-Help Book for Breaking Bad Habits, Reaching Your Goals Faster, and Turning Your Life Around)",Forbes Robbins Blair,3.18,39,2007
Prisoners' Self-Help Litigation Manual,John Boston,4.69,16,1983
"The Stress Less Workbook: Simple Strategies to Relieve Pressure, Manage Commitments, and Minimize Conflicts (The Guilford Self-Help Workbook Series)",Jonathan S. Abramowitz,4.67,9,2012
Overcoming Bulimia Nervosa and Binge Eating: A Self-Help Guide Using Cognitive Behavioural Techniques,Peter J. Cooper,3.78,55,2007
Happy Naturally: A Quick Guide to Supplements and Self-Help Tools for Depression and Anxiety,Raphael Allred,4.45,20,0
EMDR for Depression and Anxiety (Depression and Anxiety Self Help Book 1),Gene Jimenez,4.11,9,0
Emotional Mastery Secrets Of Tony Robbins: How To Master Your Emotions Like Self Help Guru Anthony Robbins (Tony Robbins Life Secrets Book 3),Stefan Hall,3.75,8,2012
Entity Attachment Removal - Self-Help Procedure: The ABC of Releasing Spirit Attachments for Do It Yourselfers (Soul Freedom Book 1),Rise' Harrington,4.60,20,2013
You Are a Badass at Making Money Master the Mindset of Wealth Learn how to save your money with one of the world's most exciting self help authors Paperback,Jen Sincero,3.25,16,0
Life Planning Workbook: The Ultimate Daily Planner with Self-Help Activities and Daily Goals. Create Your Ideal Life Plan And Design The Life Of Your Dreams,Victoria  Alexander,2.11,18,0
"Procrastinate: Put It Off Yet Again, Maybe Do Some More Laundry, and Put the ""PRO"" in Procrastinate (Impossible | A Parody of S(h)elf Help of the Repossible Self-Help Series Book 1)",Bradley Charbonneau,3.11,18,0
"Self Help: The Power of NLP: Attract More Wealth, Better Health, And Improve Relationships (Self help, Self help books, Anxiety self help, Self help for ... NLP for dummies, NLP for beginners)",Matt Morris,4.50,2,2015
"VAGUS NERVE EXERCISES: Complete Self-Help Guide to Stimulate Your Vagal Tone, Relieve Anxiety and Prevent Inflammation - Learn the Secrets to Unleash Your Body Natural Healing Power",Jason Christiansen,3.80,15,0
"Summary of The Psychology of Money: Timeless Lessons on Wealth, Greed, and Happiness by Morgan Housel (Book Tigers Self Help and Success Summaries)",Book Tigers,4.00,13,0
"The Healing Power Of The Vagus Nerve: Guide to stimulation of the vagus nerve in the treatment of trauma with self-help exercises. Manage Anger, Depression, and Stress with Brain Therapy",D. Richard Scofield,4.00,8,0
Sinus Survival: A Self-help Guide,Robert S. Ivker,3.74,95,1988
"Mindfulness: Made Simple, Mindfulness for beginners, stress free life, happiness, anxiety and depression self help, present",Damian Reeve,3.00,32,0
Jasmine Builds On Shifting Sands: A Self-Help Fiction,Sanjay Desai,3.93,58,2016
Overcoming Insomnia and Sleep Problems: A self-help guide using cognitive behavioural techniques (Overcoming Books),Colin A. Espie,3.81,114,2006
Happy Naturally: A Quick Guide to Supplements and Self-Help Tools for Depression and Anxiety,Raphael Allred,4.45,20,0
"Getting Well Again: A Step-by-Step, Self-Help Guide to Overcoming Cancer for Patients and Their Families",O. Carl Simonton,4.22,128,1978
Reflections In My Coffee With An Extra Shot Of Life - Volume 1,Kevin Obermeyer,4.13,15,0
Emotional Mastery Secrets Of Tony Robbins: How To Master Your Emotions Like Self Help Guru Anthony Robbins (Tony Robbins Life Secrets Book 3),Stefan Hall,3.75,8,2012
EMDR for Depression and Anxiety (Depression and Anxiety Self Help Book 1),Gene Jimenez,4.11,9,0
"Self-Healing: Master Your life: Learn Powerful ""Energy Healing"" Techniques, Holistic Healing, Mindfulness & Affirmations",Chris I. King,3.30,10,0
"Self Help: 21 Self-Help Methods! Self Help Counseling To Overcome Anxiety, Fear, Depression And Anger. Boost Your Happiness, Confidence and all day-Motivation. ... Boost Happiness, Mindset, Counseling)",E.N. Richardson,3.81,16,0
"Self-Discipline: 20 Tips On How to Become Productive, Happy with Proper Mindset & Habits",Aims Brood,3.92,12,0
"Summary of The Psychology of Money: Timeless Lessons on Wealth, Greed, and Happiness by Morgan Housel (Book Tigers Self Help and Success Summaries)",Book Tigers,4.00,13,0
Sinus Survival: A Self-help Guide,Robert S. Ivker,3.74,95,1988
"Procrastinate: Put It Off Yet Again, Maybe Do Some More Laundry, and Put the ""PRO"" in Procrastinate (Impossible | A Parody of S(h)elf Help of the Repossible Self-Help Series Book 1)",Bradley Charbonneau,3.11,18,0
"The Healing Power Of The Vagus Nerve: Guide to stimulation of the vagus nerve in the treatment of trauma with self-help exercises. Manage Anger, Depression, and Stress with Brain Therapy",D. Richard Scofield,4.00,8,0
"Getting Well Again: A Step-by-Step, Self-Help Guide to Overcoming Cancer for Patients and Their Families",O. Carl Simonton,4.22,128,1978
Breaking Free from Depression: Pathways to Wellness (The Guilford Self-Help Workbook Series),Jesse H. Wright,3.72,18,2011
Overcoming Insomnia and Sleep Problems: A self-help guide using cognitive behavioural techniques (Overcoming Books),Colin A. Espie,3.81,114,2006
"Cognitive Behavioral Therapy (CBT): Easy Self Help Guide: Simple Steps To Conquer Anxiety, Depression, Phobias, Addictions, Negative Thoughts, Eating Disorders And Other Psychological Conditions",James Rand,3.67,15,0
SELF ESTEEM: The Alpha Male's 6 Laws of Self-Esteem,Seán  Lysaght,3.26,27,2015
THYROID: Hashimoto's Thyroiditis Cure: Holistic Self-Care Guide for Thyroiditis (Self-Help Alternative Medicine Action Plan to Heal Hypothyroidism and ... issues) (Treating Thyroiditis Book 1),Tyson Montoya,2.91,33,0
Summary of Atomic Habits by James Clear,Chapter Zoom,3.73,11,0
Overcoming Grief: A Self-Help Guide Using Cognitive Behavioral Techniques,Sue   Morris,4.00,30,2008
"Dependent Personality Disorder Cognitive Behavioral Therapy Self-Help Guide: What Are Personality Disorders, Treatment, Signs, Symptoms, CBT Techniques, All Covered",James Frank,3.56,9,0
Facing Panic: Self-Help for People with Panic Attacks,R. Reid Wilson,3.74,19,2003
It's Time to Align: The Most Powerful Self-Help Book Ever Written,Allen Lottinger,3.45,22,2014
Stop Reading Self Help Books,Kate Lester,3.68,19,2014
Maths: A Student's Survival Guide: A Self-Help Workbook for Science and Engineering Students,Jenny Olive,4.30,10,1998
Self Confidence and Self Esteem: Simple methods to build Mental Toughness and Overcome your limiting beliefs & fears,Self Help Guide,5.00,1,0
The Powerful Little Red Book to help inspire Positive Thinking for Self-Conscious Women,Self Help Women Books,0.00,0,0
Pathways to Recovery: A Strengths Recovery Self-Help Workbook,Priscilla Ridgway,4.18,22,2002
Awaken Into Abundance: Spiritual Poems & Self Help Affirmations for the Spiritual Seeker (Awakening Book 8),Matt Buonocore,4.00,15,0
Jealousy Self Help: How To Overcome Jealousy and Possessiveness in Relationships To STOP Being Insecure and Why It Happens. The Cure to Not Be Jealous Is Already Within You.,Levine Tatkin,3.86,7,0
A Little Light: Self Help Affirmations for times of hardship: Short but Sweet Affirmations meant to Empower & Inspire,Matt Buonocore,4.29,7,0
